# FULL DATA LONG FORMAT FILE
# Generated from return table
# NOTE: total recruit calculations use ages 3-6. For last brood years of Bristol Bay stocks total recruits and age comp are incorrect. Need to fix/exclude.
System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn,Total_EFS_BroodYear,PercEFS
Fraser River,Chilko,1958,768653,AgeClass_3.4,0,8,3,4,3.4,8_4,1950,0,1954,205875,0,26447,7.784436798124551,6555,24.8
Fraser River,Chilko,1958,768653,AgeClass_1.5,0,7,1,5,1.5,7_2,1951,0,1953,752327,0,118110,6.3697146727626786,57563,48.7
Fraser River,Chilko,1958,768653,AgeClass_2.4,0,7,2,4,2.4,7_3,1951,0,1954,752327,0,118110,6.3697146727626786,57563,48.7
Fraser River,Chilko,1958,768653,AgeClass_3.3,0,7,3,3,3.3,7_4,1951,0,1955,752327,0,118110,6.3697146727626786,57563,48.7
Fraser River,Chilko,1958,768653,AgeClass_0.5,0,6,0,5,0.5,6_1,1952,0,1953,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1958,768653,AgeClass_1.4,0,6,1,4,1.4,6_2,1952,0,1954,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1958,768653,AgeClass_2.3,893,6,2,3,2.3,6_3,1952,893,1955,1858476,0.05,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1958,768653,AgeClass_3.2,0,6,3,2,3.2,6_4,1952,0,1956,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1958,768653,AgeClass_0.4,0,5,0,4,0.4,5_1,1953,0,1954,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1958,768653,AgeClass_1.3,14004,5,1,3,1.3,5_2,1953,14004,1955,619456,2.26,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1958,768653,AgeClass_2.2,86362,5,2,2,2.2,5_3,1953,86362,1956,619456,13.94,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1958,768653,AgeClass_3.1,0,5,3,1,3.1,5_4,1953,0,1957,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1958,768653,AgeClass_0.3,0,4,0,3,0.3,4_1,1954,0,1955,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1958,768653,AgeClass_1.2,632132,4,1,2,1.2,4_2,1954,632132,1956,712749,88.69,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1958,768653,AgeClass_2.1,2844,4,2,1,2.1,4_3,1954,2844,1957,712749,0.4,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1958,768653,AgeClass_0.2,0,3,0,2,0.2,3_1,1955,0,1956,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1958,768653,AgeClass_1.1,32418,3,1,1,1.1,3_2,1955,32418,1957,1513275,2.14,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1958,768653,AgeClass_0.1,0,2,0,1,0.1,2_1,1956,0,1957,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1959,1487328,AgeClass_3.4,0,8,3,4,3.4,8_4,1951,0,1955,752327,0,118110,6.3697146727626786,57563,48.7
Fraser River,Chilko,1959,1487328,AgeClass_1.5,0,7,1,5,1.5,7_2,1952,0,1954,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1959,1487328,AgeClass_2.4,0,7,2,4,2.4,7_3,1952,0,1955,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1959,1487328,AgeClass_3.3,0,7,3,3,3.3,7_4,1952,0,1956,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1959,1487328,AgeClass_0.5,0,6,0,5,0.5,6_1,1953,0,1954,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1959,1487328,AgeClass_1.4,0,6,1,4,1.4,6_2,1953,0,1955,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1959,1487328,AgeClass_2.3,781,6,2,3,2.3,6_3,1953,781,1956,619456,0.13,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1959,1487328,AgeClass_3.2,0,6,3,2,3.2,6_4,1953,0,1957,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1959,1487328,AgeClass_0.4,0,5,0,4,0.4,5_1,1954,0,1955,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1959,1487328,AgeClass_1.3,4415,5,1,3,1.3,5_2,1954,4415,1956,712749,0.62,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1959,1487328,AgeClass_2.2,58891,5,2,2,2.2,5_3,1954,58891,1957,712749,8.26,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1959,1487328,AgeClass_3.1,0,5,3,1,3.1,5_4,1954,0,1958,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1959,1487328,AgeClass_0.3,0,4,0,3,0.3,4_1,1955,0,1956,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1959,1487328,AgeClass_1.2,1407963,4,1,2,1.2,4_2,1955,1407963,1957,1513275,93.04,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1959,1487328,AgeClass_2.1,1373,4,2,1,2.1,4_3,1955,1373,1958,1513275,0.09,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1959,1487328,AgeClass_0.2,0,3,0,2,0.2,3_1,1956,0,1957,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1959,1487328,AgeClass_1.1,13905,3,1,1,1.1,3_2,1956,13905,1958,2435670,0.57,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1959,1487328,AgeClass_0.1,0,2,0,1,0.1,2_1,1957,0,1958,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1960,2453759,AgeClass_3.4,0,8,3,4,3.4,8_4,1952,0,1956,1858476,0,490065,3.7923051023843777,233628,47.7
Fraser River,Chilko,1960,2453759,AgeClass_1.5,0,7,1,5,1.5,7_2,1953,0,1955,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1960,2453759,AgeClass_2.4,0,7,2,4,2.4,7_3,1953,0,1956,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1960,2453759,AgeClass_3.3,0,7,3,3,3.3,7_4,1953,0,1957,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1960,2453759,AgeClass_0.5,0,6,0,5,0.5,6_1,1954,0,1955,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1960,2453759,AgeClass_1.4,0,6,1,4,1.4,6_2,1954,0,1956,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1960,2453759,AgeClass_2.3,2233,6,2,3,2.3,6_3,1954,2233,1957,712749,0.31,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1960,2453759,AgeClass_3.2,0,6,3,2,3.2,6_4,1954,0,1958,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1960,2453759,AgeClass_0.4,0,5,0,4,0.4,5_1,1955,0,1956,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1960,2453759,AgeClass_1.3,31011,5,1,3,1.3,5_2,1955,31011,1957,1513275,2.05,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1960,2453759,AgeClass_2.2,40510,5,2,2,2.2,5_3,1955,40510,1958,1513275,2.68,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1960,2453759,AgeClass_3.1,0,5,3,1,3.1,5_4,1955,0,1959,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1960,2453759,AgeClass_0.3,0,4,0,3,0.3,4_1,1956,0,1957,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1960,2453759,AgeClass_1.2,2379854,4,1,2,1.2,4_2,1956,2379854,1958,2435670,97.71,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1960,2453759,AgeClass_2.1,75,4,2,1,2.1,4_3,1956,75,1959,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1960,2453759,AgeClass_0.2,0,3,0,2,0.2,3_1,1957,0,1958,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1960,2453759,AgeClass_1.1,76,3,1,1,1.1,3_2,1957,76,1959,138228,0.05,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1960,2453759,AgeClass_0.1,0,2,0,1,0.1,2_1,1958,0,1959,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1961,163316,AgeClass_3.4,0,8,3,4,3.4,8_4,1953,0,1957,619456,0,201245,3.0781187110238766,94471,46.9
Fraser River,Chilko,1961,163316,AgeClass_1.5,0,7,1,5,1.5,7_2,1954,0,1956,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1961,163316,AgeClass_2.4,0,7,2,4,2.4,7_3,1954,0,1957,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1961,163316,AgeClass_3.3,0,7,3,3,3.3,7_4,1954,0,1958,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1961,163316,AgeClass_0.5,0,6,0,5,0.5,6_1,1955,0,1956,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1961,163316,AgeClass_1.4,0,6,1,4,1.4,6_2,1955,0,1957,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1961,163316,AgeClass_2.3,0,6,2,3,2.3,6_3,1955,0,1958,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1961,163316,AgeClass_3.2,0,6,3,2,3.2,6_4,1955,0,1959,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1961,163316,AgeClass_0.4,0,5,0,4,0.4,5_1,1956,0,1957,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1961,163316,AgeClass_1.3,16684,5,1,3,1.3,5_2,1956,16684,1958,2435670,0.68,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1961,163316,AgeClass_2.2,25152,5,2,2,2.2,5_3,1956,25152,1959,2435670,1.03,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1961,163316,AgeClass_3.1,0,5,3,1,3.1,5_4,1956,0,1960,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1961,163316,AgeClass_0.3,0,4,0,3,0.3,4_1,1957,0,1958,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1961,163316,AgeClass_1.2,117362,4,1,2,1.2,4_2,1957,117362,1959,138228,84.9,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1961,163316,AgeClass_2.1,63,4,2,1,2.1,4_3,1957,63,1960,138228,0.05,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1961,163316,AgeClass_0.2,0,3,0,2,0.2,3_1,1958,0,1959,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1961,163316,AgeClass_1.1,4055,3,1,1,1.1,3_2,1958,4055,1960,433371,0.94,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1961,163316,AgeClass_0.1,0,2,0,1,0.1,2_1,1959,0,1960,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1962,324550,AgeClass_3.4,0,8,3,4,3.4,8_4,1954,0,1958,712749,0,37743,18.884269930848106,21247,56.3
Fraser River,Chilko,1962,324550,AgeClass_1.5,0,7,1,5,1.5,7_2,1955,0,1957,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1962,324550,AgeClass_2.4,0,7,2,4,2.4,7_3,1955,0,1958,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1962,324550,AgeClass_3.3,0,7,3,3,3.3,7_4,1955,0,1959,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1962,324550,AgeClass_0.5,0,6,0,5,0.5,6_1,1956,0,1957,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1962,324550,AgeClass_1.4,0,6,1,4,1.4,6_2,1956,0,1958,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1962,324550,AgeClass_2.3,0,6,2,3,2.3,6_3,1956,0,1959,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1962,324550,AgeClass_3.2,0,6,3,2,3.2,6_4,1956,0,1960,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1962,324550,AgeClass_0.4,0,5,0,4,0.4,5_1,1957,0,1958,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1962,324550,AgeClass_1.3,3149,5,1,3,1.3,5_2,1957,3149,1959,138228,2.28,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1962,324550,AgeClass_2.2,17578,5,2,2,2.2,5_3,1957,17578,1960,138228,12.72,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1962,324550,AgeClass_3.1,0,5,3,1,3.1,5_4,1957,0,1961,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1962,324550,AgeClass_0.3,0,4,0,3,0.3,4_1,1958,0,1959,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1962,324550,AgeClass_1.2,278320,4,1,2,1.2,4_2,1958,278320,1960,433371,64.22,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1962,324550,AgeClass_2.1,1711,4,2,1,2.1,4_3,1958,1711,1961,433371,0.39,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1962,324550,AgeClass_0.2,0,3,0,2,0.2,3_1,1959,0,1960,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1962,324550,AgeClass_1.1,23792,3,1,1,1.1,3_2,1959,23792,1961,2212583,1.08,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1962,324550,AgeClass_0.1,0,2,0,1,0.1,2_1,1960,0,1961,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1963,2231435,AgeClass_3.4,0,8,3,4,3.4,8_4,1955,0,1959,1513275,0,132146,11.451538449896328,75834,57.4
Fraser River,Chilko,1963,2231435,AgeClass_1.5,0,7,1,5,1.5,7_2,1956,0,1958,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1963,2231435,AgeClass_2.4,0,7,2,4,2.4,7_3,1956,0,1959,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1963,2231435,AgeClass_3.3,0,7,3,3,3.3,7_4,1956,0,1960,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1963,2231435,AgeClass_0.5,0,6,0,5,0.5,6_1,1957,0,1958,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1963,2231435,AgeClass_1.4,0,6,1,4,1.4,6_2,1957,0,1959,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1963,2231435,AgeClass_2.3,0,6,2,3,2.3,6_3,1957,0,1960,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1963,2231435,AgeClass_3.2,0,6,3,2,3.2,6_4,1957,0,1961,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1963,2231435,AgeClass_0.4,0,5,0,4,0.4,5_1,1958,0,1959,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1963,2231435,AgeClass_1.3,13613,5,1,3,1.3,5_2,1958,13613,1960,433371,3.14,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1963,2231435,AgeClass_2.2,130581,5,2,2,2.2,5_3,1958,130581,1961,433371,30.13,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1963,2231435,AgeClass_3.1,0,5,3,1,3.1,5_4,1958,0,1962,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1963,2231435,AgeClass_0.3,0,4,0,3,0.3,4_1,1959,0,1960,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1963,2231435,AgeClass_1.2,2080497,4,1,2,1.2,4_2,1959,2080497,1961,2212583,94.03,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1963,2231435,AgeClass_2.1,1272,4,2,1,2.1,4_3,1959,1272,1962,2212583,0.06,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1963,2231435,AgeClass_0.2,0,3,0,2,0.2,3_1,1960,0,1961,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1963,2231435,AgeClass_1.1,5472,3,1,1,1.1,3_2,1960,5472,1962,1053335,0.52,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1963,2231435,AgeClass_0.1,0,2,0,1,0.1,2_1,1961,0,1962,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1964,1072291,AgeClass_3.4,0,8,3,4,3.4,8_4,1956,0,1960,2435670,0,647768,3.7600962072840893,368607,56.9
Fraser River,Chilko,1964,1072291,AgeClass_1.5,0,7,1,5,1.5,7_2,1957,0,1959,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1964,1072291,AgeClass_2.4,0,7,2,4,2.4,7_3,1957,0,1960,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1964,1072291,AgeClass_3.3,0,7,3,3,3.3,7_4,1957,0,1961,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1964,1072291,AgeClass_0.5,0,6,0,5,0.5,6_1,1958,0,1959,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1964,1072291,AgeClass_1.4,0,6,1,4,1.4,6_2,1958,0,1960,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1964,1072291,AgeClass_2.3,5091,6,2,3,2.3,6_3,1958,5091,1961,433371,1.17,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1964,1072291,AgeClass_3.2,0,6,3,2,3.2,6_4,1958,0,1962,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1964,1072291,AgeClass_0.4,0,5,0,4,0.4,5_1,1959,0,1960,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1964,1072291,AgeClass_1.3,18659,5,1,3,1.3,5_2,1959,18659,1961,2212583,0.84,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1964,1072291,AgeClass_2.2,88363,5,2,2,2.2,5_3,1959,88363,1962,2212583,3.99,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1964,1072291,AgeClass_3.1,0,5,3,1,3.1,5_4,1959,0,1963,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1964,1072291,AgeClass_0.3,0,4,0,3,0.3,4_1,1960,0,1961,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1964,1072291,AgeClass_1.2,958877,4,1,2,1.2,4_2,1960,958877,1962,1053335,91.03,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1964,1072291,AgeClass_2.1,1045,4,2,1,2.1,4_3,1960,1045,1963,1053335,0.1,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1964,1072291,AgeClass_0.2,0,3,0,2,0.2,3_1,1961,0,1962,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1964,1072291,AgeClass_1.1,256,3,1,1,1.1,3_2,1961,256,1963,69453,0.37,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1964,1072291,AgeClass_0.1,0,2,0,1,0.1,2_1,1962,0,1963,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1965,151720,AgeClass_3.4,0,8,3,4,3.4,8_4,1957,0,1961,138228,0,140765,0.9819770539551735,83128,59.1
Fraser River,Chilko,1965,151720,AgeClass_1.5,0,7,1,5,1.5,7_2,1958,0,1960,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1965,151720,AgeClass_2.4,0,7,2,4,2.4,7_3,1958,0,1961,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1965,151720,AgeClass_3.3,0,7,3,3,3.3,7_4,1958,0,1962,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1965,151720,AgeClass_0.5,0,6,0,5,0.5,6_1,1959,0,1960,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1965,151720,AgeClass_1.4,0,6,1,4,1.4,6_2,1959,0,1961,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1965,151720,AgeClass_2.3,0,6,2,3,2.3,6_3,1959,0,1962,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1965,151720,AgeClass_3.2,0,6,3,2,3.2,6_4,1959,0,1963,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1965,151720,AgeClass_0.4,0,5,0,4,0.4,5_1,1960,0,1961,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1965,151720,AgeClass_1.3,5980,5,1,3,1.3,5_2,1960,5980,1962,1053335,0.57,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1965,151720,AgeClass_2.2,81961,5,2,2,2.2,5_3,1960,81961,1963,1053335,7.78,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1965,151720,AgeClass_3.1,0,5,3,1,3.1,5_4,1960,0,1964,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1965,151720,AgeClass_0.3,0,4,0,3,0.3,4_1,1961,0,1962,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1965,151720,AgeClass_1.2,52713,4,1,2,1.2,4_2,1961,52713,1963,69453,75.9,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1965,151720,AgeClass_2.1,409,4,2,1,2.1,4_3,1961,409,1964,69453,0.59,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1965,151720,AgeClass_0.2,0,3,0,2,0.2,3_1,1962,0,1963,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1965,151720,AgeClass_1.1,10657,3,1,1,1.1,3_2,1962,10657,1964,985562,1.08,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1965,151720,AgeClass_0.1,0,2,0,1,0.1,2_1,1963,0,1964,1206303,0,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1966,1014263,AgeClass_3.4,0,8,3,4,3.4,8_4,1958,0,1962,433371,0,137081,3.1614228084125444,70433,51.4
Fraser River,Chilko,1966,1014263,AgeClass_1.5,0,7,1,5,1.5,7_2,1959,0,1961,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1966,1014263,AgeClass_2.4,0,7,2,4,2.4,7_3,1959,0,1962,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1966,1014263,AgeClass_3.3,0,7,3,3,3.3,7_4,1959,0,1963,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1966,1014263,AgeClass_0.5,0,6,0,5,0.5,6_1,1960,0,1961,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1966,1014263,AgeClass_1.4,0,6,1,4,1.4,6_2,1960,0,1962,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1966,1014263,AgeClass_2.3,0,6,2,3,2.3,6_3,1960,0,1963,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1966,1014263,AgeClass_3.2,0,6,3,2,3.2,6_4,1960,0,1964,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1966,1014263,AgeClass_0.4,0,5,0,4,0.4,5_1,1961,0,1962,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1966,1014263,AgeClass_1.3,11583,5,1,3,1.3,5_2,1961,11583,1963,69453,16.68,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1966,1014263,AgeClass_2.2,4492,5,2,2,2.2,5_3,1961,4492,1964,69453,6.47,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1966,1014263,AgeClass_3.1,0,5,3,1,3.1,5_4,1961,0,1965,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1966,1014263,AgeClass_0.3,0,4,0,3,0.3,4_1,1962,0,1963,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1966,1014263,AgeClass_1.2,960609,4,1,2,1.2,4_2,1962,960609,1964,985562,97.47,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1966,1014263,AgeClass_2.1,0,4,2,1,2.1,4_3,1962,0,1965,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1966,1014263,AgeClass_0.2,0,3,0,2,0.2,3_1,1963,0,1964,1206303,0,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1966,1014263,AgeClass_1.1,37579,3,1,1,1.1,3_2,1963,37579,1965,1206303,3.12,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1966,1014263,AgeClass_0.1,0,2,0,1,0.1,2_1,1964,0,1965,2040082,0,238601,8.550182103176432,131590,55.2
Fraser River,Chilko,1967,1138362,AgeClass_3.4,0,8,3,4,3.4,8_4,1959,0,1963,2212583,0,471162,4.696013260831731,272891,57.9
Fraser River,Chilko,1967,1138362,AgeClass_1.5,0,7,1,5,1.5,7_2,1960,0,1962,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1967,1138362,AgeClass_2.4,0,7,2,4,2.4,7_3,1960,0,1963,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1967,1138362,AgeClass_3.3,0,7,3,3,3.3,7_4,1960,0,1964,1053335,0,426607,2.4690991943404588,244864,57.4
Fraser River,Chilko,1967,1138362,AgeClass_0.5,0,6,0,5,0.5,6_1,1961,0,1962,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1967,1138362,AgeClass_1.4,0,6,1,4,1.4,6_2,1961,0,1963,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1967,1138362,AgeClass_2.3,0,6,2,3,2.3,6_3,1961,0,1964,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1967,1138362,AgeClass_3.2,0,6,3,2,3.2,6_4,1961,0,1965,69453,0,40315,1.7227582785563686,15038,37.3
Fraser River,Chilko,1967,1138362,AgeClass_0.4,0,5,0,4,0.4,5_1,1962,0,1963,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1967,1138362,AgeClass_1.3,13582,5,1,3,1.3,5_2,1962,13582,1964,985562,1.38,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1967,1138362,AgeClass_2.2,696,5,2,2,2.2,5_3,1962,696,1965,985562,0.07,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1967,1138362,AgeClass_3.1,0,5,3,1,3.1,5_4,1962,0,1966,985562,0,92467,10.658526825786497,42125,45.6
Fraser River,Chilko,1967,1138362,AgeClass_0.3,0,4,0,3,0.3,4_1,1963,0,1964,1206303,0,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1967,1138362,AgeClass_1.2,1112861,4,1,2,1.2,4_2,1963,1112861,1965,1206303,92.25,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1967,1138362,AgeClass_2.1,3971,4,2,1,2.1,4_3,1963,3971,1966,1206303,0.33,1002252,1.2035925096682272,57207,5.7
Fraser River,Chilko,1967,1138362,AgeClass_0.2,0,3,0,2,0.2,3_1,1964,0,1965,2040082,0,238601,8.550182103176432,131590,55.2
Fraser River,Chilko,1967,1138362,AgeClass_1.1,7252,3,1,1,1.1,3_2,1964,7252,1966,2040082,0.36,238601,8.550182103176432,131590,55.2
